sampleid,location,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,primary,trace,lab_null,lab_num_substances_any,lab_num_substances,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_designer_benzos_any,lab_benzos_any,lab_nitazenes_any,lab_opiates_opioids_any,lab_synthetic_cannabinoids_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,state_county,statefips,countyfips_3,countyfips,tracestim,category,program
"300692","Phoenix","Maricopa County","AZ","Arizona","14Sep2022","cotton","cotton",1,"heroin",1,0,0,0,0,0,0,0,0,"light brown",0,"powder; chunky",,,1,,,"","weaker","weaker",,,,,,,,,,"","","not overdose related","not involved","",,0,"20Sep2022",1,1,,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"AZ | MARICOPA",4,13,4013,1,"",10
"300100","","","NC","North Carolina","01Apr2022","spatula","spatula",0,"heroin",1,0,0,0,0,0,0,0,0,"navy blue",1,"powder",,,1,,,"","","",,,,,,,,,,"not a fine powder","","not overdose related","not involved","",,0,"09Jun2022",1,1,,18,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,"NC | ",,,,1,"",
"300118","Alamance County","Alamance County","NC","North Carolina","23Mar2022","spatula","spatula",1,"MDMA",0,0,0,0,0,0,0,0,1,"gray",0,"crystals",,,,,1,"","nice","",,,,,1,,,,,"","","not overdose related","not involved","",,0,"21Apr2022",1,1,,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | ALAMANCE",37,1,37001,1,"",17
"400142","Asheville","Buncombe County","NC","North Carolina","23Nov2022","spatula","spatula",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","normal","normal",,,,,,,,,,"","","not overdose related","not involved","",,0,"01Dec2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",37
"300502","Asheville","Buncombe County","NC","North Carolina","02Sep2022","swab","swab",0,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"",,,,,,"","","",,,,,,,,,,"","","not overdose related","not involved","",,0,"19Oct2022",1,1,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,1,"",9
"300537","Barnardsville","Buncombe County","NC","North Carolina","23Aug2022","cotton","cotton",1,"fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"crystals; powder",,,1,,1,"","normal; stronger","stronger",,,,,,,,,,"","","not overdose related","not involved","",,0,"18Oct2022",1,1,,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",9
"400232","Asheville","Buncombe County","NC","North Carolina","30Dec2022","cotton","cotton",0,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,"","","not overdose related","not involved","",,0,"06Jan2023",1,1,,8,5,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,"NC | BUNCOMBE",37,21,37021,1,"",37
"400276","Asheville","Buncombe County","NC","North Carolina","27Dec2022","swab","swab",1,"ketamine",0,0,0,0,0,0,0,0,1,"white",0,"crystals",,,,,1,"","stronger","stronger",,,,,,1,,,,"","lasts too long","not overdose related","not involved","",,0,"04Jan2023",1,1,,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,1,"",37
"300579","Asheville","Buncombe County","NC","North Carolina","02Sep2022","swab","swab",1,"fentanyl; xylazine; methamphetamine",1,1,1,1,0,1,0,0,0,"white",0,"powder; chunky; rock",,,1,,,"","weird","",1,,,1,,,,,,"","fell asleep sitting up, slept for days","not overdose related","not involved","",,0,"19Oct2022",1,1,,8,7,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",9
"400112","Asheville","Buncombe County","NC","North Carolina","23Nov2022","cotton","cotton",1,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"",,,,,,"","normal","normal",,,,,,,,,,"","","not overdose related","not involved","",,0,"29Nov2022",1,1,,6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE",37,21,37021,1,"",37
"300536","Asheville","Buncombe County","NC","North Carolina","29Sep2022","spatula","spatula",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals",,,,,1,"","weaker","weaker",,,,,,,,,,"","","not overdose related","not involved","",,0,"11Oct2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",9
"400184","Asheville","Buncombe County","NC","North Carolina","25Nov2022","swab","swab",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"",,,,,,"","stronger","stronger",,,,,,,,,,"","","not overdose related","not involved","",,0,"05Dec2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",37
"300404","Weaverville","Buncombe County","NC","North Carolina","03Jul2022","cotton","cotton",1,"fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","stronger; more down","stronger",,,,1,,,,,,"","","not overdose related","not involved","",,0,"16Aug2022",1,0,,5,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",9
"400351","Asheville","Buncombe County","NC","North Carolina","01Jan2023","swab","swab",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear; cloudy",0,"crystals",,,,,1,"","weird; weaker; more down","weaker",1,,,1,,,,,,"slow to dissolve","no rush, shorter high, weaker","not overdose related","not involved","",,0,"23Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",37
"300409","Weaverville","Buncombe County","NC","North Carolina","03Jul2022","swab","swab",1,"fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky; shiny",,,1,,,"shiny","weird; stronger","stronger",1,,,,,,,,,"","","not overdose related","not involved","",,0,"16Aug2022",1,0,,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",9
"400177","Asheville","Buncombe County","NC","North Carolina","30Nov2022","swab","swab",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"",0,"",,,,,,"","normal","normal",,,,,,,,,,"","","not overdose related","not involved","",,0,"05Dec2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",37
"400116","Asheville","Buncombe County","NC","North Carolina","23Nov2022","swab","swab",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"",,,,,,"","normal","normal",,,,,,,,,,"","","not overdose related","not involved","",,0,"29Nov2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",37
"400123","Asheville","Buncombe County","NC","North Carolina","29Nov2022","cotton","cotton",0,"methamphetamine",0,0,0,1,0,1,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,"","","not overdose related","not involved","",,0,"05Dec2022",1,1,,7,4,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,"NC | BUNCOMBE",37,21,37021,0,"Cocaine",37
"400299","Asheville","Buncombe County","NC","North Carolina","27Dec2022","spatula","spatula",0,"ketamine",0,0,0,0,0,0,0,0,1,"white; clear",0,"crystals",,,,,1,"","","",,,,,,,,,,"","","not overdose related","not involved","",,0,"04Jan2023",1,1,,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,1,"",37
"400279","Asheville","Buncombe County","NC","North Carolina","13Dec2022","cotton","cotton",0,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,"","","unknown","","",,0,"06Jan2023",1,1,,5,4,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE",37,21,37021,0,"Both",37
"300454","Barnardsville","Buncombe County","NC","North Carolina","14Jul2022","swab","swab",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals",,,,,1,"","normal","normal",,,,,,,,,,"","","not overdose related","not involved","",,0,"20Jul2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",9
"300863","Asheville","Buncombe County","NC","North Carolina","13Dec2022","unknown","unknown",1,"cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; dull",,,1,,,"dull","normal; weaker","weaker",,,,,,,,,,"","","not overdose related","not involved","",,0,"04Jan2023",1,1,,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Cocaine",9
"300858","Asheville","Buncombe County","NC","North Carolina","10Dec2022","unknown","unknown",1,"fentanyl; unknown",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky; dull",,,1,,,"dull","normal; weaker; more up","weaker",,,1,1,,,,,,"","its not really  made me nod at all","unknown","","pretty sure its fentanyl but not sure",,0,"05Jan2023",1,0,,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",9
"400211","Asheville","Buncombe County","NC","North Carolina","27Dec2022","spatula","spatula",1,"cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky",,,1,,,"","weaker","weaker",,,,,,,,,,"","","not overdose related","not involved","",,0,"04Jan2023",1,1,,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Cocaine",37
"300562","Asheville","Buncombe County","NC","North Carolina","21Oct2022","spatula","spatula",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals",,,,,1,"","stronger","stronger",,,,,,,,,,"","","not overdose related","not involved","",,0,"28Oct2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",9
"300571","Barnardsville","Buncombe County","NC","North Carolina","16Nov2022","unknown","unknown",1,"fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weird; more down","",1,,,1,,,,,,"","","not overdose related","not involved","",,0,"05Dec2022",1,1,,6,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"NC | BUNCOMBE",37,21,37021,1,"",9
"400384","Asheville","Buncombe County","NC","North Carolina","01Feb2023","swab","swab",1,"methamphetamine; MDMA; unknown",0,0,0,1,0,1,0,0,1,"clear",0,"crystals",,,,,1,"","nice; weird; stronger; more up; hallucinations","stronger",1,1,1,,1,,,,,"glass","","not overdose related","not involved","",,0,"23Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",37
"111422","Asheville","Buncombe County","NC","North Carolina","19Oct2022","spatula","spatula",0,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"powder; chunky; flaky",,,1,,,"","","",,,,,,,,,,"","","not overdose related","not involved","",,0,"14Nov2022",1,1,,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",
"400361","Asheville","Buncombe County","NC","North Carolina","01Feb2023","swab","swab",1,"heroin; fentanyl; xylazine; methamphetamine; benzodiazepine; unknown",1,1,1,1,1,1,0,0,0,"white; brown",0,"powder",,,1,,,"","nice; weird; unpleasant","",1,,,,1,,,,,"white powder, brown crust","","unknown","","",,0,"21Mar2023",1,1,,7,4,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",37
"901002","Asheville","Buncombe County","NC","North Carolina","26Jan2023","cotton","cotton",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear; cloudy",0,"crystals; chunky",,,,,1,"","unpleasant","",1,,,,,,,,,"","really intense headache, blurred vision, muscle pain","not overdose related","not involved","",,0,"23Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",37
"300891","Asheville","Buncombe County","NC","North Carolina","13Dec2022","swab","swab",1,"cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; shiny",,,1,,,"shiny","nice; stronger","stronger",,,,,1,,,,,"","","not overdose related","not involved","",,0,"04Jan2023",1,1,,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Cocaine",9
"400196","Asheville","Buncombe County","NC","North Carolina","23Nov2022","cotton","cotton",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"",0,"",,,,,,"","normal","normal",,,,,,,,,,"","","not overdose related","not involved","",,0,"01Dec2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE",37,21,37021,0,"Methamphetamine",37
"NC01461","Hickory","Catawba County","NC","North Carolina","01May2022","syringe","syringe",0,"heroin; fentanyl; methamphetamine",1,1,0,1,0,1,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,"","","unknown","","",,0,"02Jun2022",1,1,,8,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NC | CATAWBA",37,35,37035,1,"",18
"300470","New Bern","Craven County","NC","North Carolina","27Aug2022","unknown","unknown",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"powder; dull",,,1,,,"dull","normal; stronger","stronger",,,,,,,,,,"","strong","not overdose related","not involved","",,0,"02Sep2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | CRAVEN",37,49,37049,0,"Methamphetamine",41
"300456","New Bern","Craven County","NC","North Carolina","22Aug2022","unknown","unknown",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"liquid",,,,,,"","stronger","stronger",,,,,,,,,,"","very strong","not overdose related","not involved","",,0,"02Sep2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | CRAVEN",37,49,37049,0,"Methamphetamine",41
"300342","Lexington","Davidson County","NC","North Carolina","16Jul2022","spatula","spatula",1,"heroin",1,0,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","stronger","stronger",,,,,,,,,,"","","involved in OD","Overdose reported","",,0,"25Jul2022",1,1,,8,6,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | DAVIDSON",37,57,37057,1,"",25
"NC01470","Durham","Durham County","NC","North Carolina","25Jul2022","cotton","cotton",1,"heroin; fentanyl; methamphetamine",1,1,0,1,0,1,0,0,0,"yellow",1,"",,,,,,"","weird","",1,,,,,,,,,"","","involved in OD","Overdose reported","",,0,"04Aug2022",1,1,,9,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | DURHAM",37,63,37063,1,"",12
"300786","Durham","Durham County","NC","North Carolina","30Nov2022","swab","swab",0,"fentanyl",1,1,0,0,0,0,0,0,0,"green",1,"",,,,,,"","","",,,,,,,,,,"","causing hardening of injection site","not overdose related","not involved","",,0,"10Jan2023",1,0,,3,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"NC | DURHAM",37,63,37063,0,"Cocaine",12
"300374","Durham","Durham County","NC","North Carolina","28Jun2022","pill","pill",1,"fentanyl",1,1,0,0,0,0,0,0,0,"",0,"chunky",,,,,,"","more down","",,,,1,,,,,,"","","involved in OD","Overdose reported","highly sedation",,0,"17Jul2022",1,1,,12,8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | DURHAM",37,63,37063,1,"",12
"300420","Durham","Durham County","NC","North Carolina","21Oct2022","swab","swab",0,"fentanyl",1,1,1,0,0,0,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,1,,"","wound in knee (non-injection site), wondering xylazine","unknown","","",,0,"25Oct2022",1,1,,7,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | DURHAM",37,63,37063,0,"Cocaine",12
"300482","Durham","Durham County","NC","North Carolina","21Nov2022","spatula","spatula",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals; shiny",,,,,1,"shiny","more down","",,,,1,,,,,,"","sedating","not overdose related","not involved","",,0,"28Nov2022",1,1,,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | DURHAM",37,63,37063,0,"Methamphetamine",12
"300780","Durham","Durham County","NC","North Carolina","20Feb2023","unknown","unknown",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"",,,,,,"","more down","",,,,1,,,,,,"","sedating","not overdose related","not involved","",,0,"23Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | DURHAM",37,63,37063,0,"Methamphetamine",12
"300345","Durham","Durham County","NC","North Carolina","20Jul2022","swab","swab",1,"heroin",1,0,0,0,0,0,0,0,0,"",0,"clay",,,,,,"","long","",,,,,,1,,,,"","","not overdose related","not involved","",,0,"04Aug2022",1,1,,13,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,"NC | DURHAM",37,63,37063,0,"Cocaine",12
"300419","Durham","Durham County","NC","North Carolina","21Nov2022","cotton","cotton",1,"fentanyl",1,1,0,0,0,0,0,0,0,"white; yellow",1,"",,,,,,"","weird; more down","",1,,,1,,,,,,"","","unknown","","",,0,"01Dec2022",1,1,,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | DURHAM",37,63,37063,0,"Methamphetamine",12
"400113","Winston-Salem","Forsyth County","NC","North Carolina","21Dec2022","unknown","unknown",0,"fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,"","","not overdose related","not involved","",,0,"27Jan2023",1,1,,4,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | FORSYTH",37,67,37067,0,"Methamphetamine",38
"300235","Winston-Salem","Forsyth County","NC","North Carolina","05Dec2022","unknown","unknown",1,"fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,"","","not overdose related","not involved","",,0,"06Jan2023",1,0,,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"NC | FORSYTH",37,67,37067,0,"Methamphetamine",38
"300226","Winston-Salem","Forsyth County","NC","North Carolina","27Aug2022","unknown","unknown",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white; clear",0,"crystals; powder",,,1,,1,"","weird; unpleasant; hallucinations","",1,1,,,,,,,,"","","not overdose related","not involved","",,0,"02Sep2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | FORSYTH",37,67,37067,0,"Methamphetamine",38
"300237","Winston-Salem","Forsyth County","NC","North Carolina","21Sep2022","swab","swab",1,"cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky; sticky",,,1,,,"","weaker; more up","weaker",,,1,,,,,,,"","some anxiety","not overdose related","not involved","was told it was tested neg. for fentanyl",,0,"06Jan2023",1,1,,7,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | FORSYTH",37,67,37067,0,"Cocaine",38
"400157","Winston-Salem","Forsyth County","NC","North Carolina","14Nov2022","swab","swab",1,"cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; dull",,,1,,,"dull","nice; more up","",,,1,,1,,,,,"","","not overdose related","not involved","",,0,"07Dec2022",1,0,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | FORSYTH",37,67,37067,0,"Cocaine",38
"400101","Winston-Salem","Forsyth County","NC","North Carolina","23Nov2022","cotton","cotton",1,"fentanyl; methamphetamine",1,1,0,1,0,1,0,0,0,"yellow",1,"crystals; powder",,,1,,1,"","weaker","weaker",,,,,,,,,,"","meth + fent mixed together. Meth was weaker","not overdose related","not involved","",,0,"07Dec2022",1,0,,5,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"NC | FORSYTH",37,67,37067,0,"Methamphetamine",38
"300343","South Side","Forsyth County","NC","North Carolina","23Sep2022","spatula","spatula",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white; clear",0,"crystals",,,,,1,"","unpleasant","",1,,,,,,,,,"","","not overdose related","not involved","",,0,"11Oct2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | FORSYTH",37,67,37067,0,"Methamphetamine",6
"NC01400","Winston-Salem","Forsyth County","NC","North Carolina","20Dec2021","spatula","spatula",0,"Ecstasy",0,0,0,0,0,0,0,0,0,"off-white",0,"powder",,,1,,,"","","",,,,,,,,,,"","","unknown","","",,0,"09Feb2022",1,0,,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"NC | FORSYTH",37,67,37067,0,"Methamphetamine",17
"300402","Franklin","Franklin County","NC","North Carolina","22Aug2022","spatula","spatula",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear; white",0,"crystals",,,,,1,"","normal","normal",,,,,,,,,,"","","not overdose related","not involved","",,0,"02Sep2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | FRANKLIN",37,69,37069,0,"Methamphetamine",29
"300463","Franklin","Franklin County","NC","North Carolina","13Aug2022","swab","swab",0,"heroin; fentanyl",1,1,0,0,0,0,0,0,0,"clear",0,"crystals",,,,,1,"","","",,,,,,,,,,"","","not overdose related","not involved","",,0,"28Aug2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | FRANKLIN",37,69,37069,0,"Methamphetamine",29
"NC01416","Gastonia","Gaston County","NC","North Carolina","01May2022","syringe","syringe",1,"heroin; fentanyl",1,1,0,0,0,0,0,0,0,"brown",0,"",,,,,,"","weird","",1,,,,,,,,,"","","unknown","","",,0,"02Jun2022",1,1,,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"NC | GASTON",37,71,37071,1,"",18
"300365","Gastonia","Gaston County","NC","North Carolina","01Nov2022","spatula","spatula",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","weaker","weaker",,,,,,,,,,"","much weaker","not overdose related","not involved","",,0,"11Jan2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GASTON",37,71,37071,0,"Methamphetamine",18
"NC01453","Gastonia","Gaston County","NC","North Carolina","01Sep2022","spatula","spatula",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"chunky",,,,,,"","typical","normal",,,,,,,,,,"","","unknown","","",,0,"13Sep2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GASTON",37,71,37071,0,"Methamphetamine",18
