sampleid,location,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,state_county,statefips,countyfips_3,countyfips
"800687","Portland","Multnomah County","OR","Oregon","29mar2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"yellow",1,"fake pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"17apr2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800699","Portland","Multnomah County","OR","Oregon","19apr2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"yellow",1,"pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"15may2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800702","Portland","Washington County","OR","Oregon","03may2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"sticky; tar",1,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"16may2023",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | WASHINGTON COUNTY",41,67,41067
"800748","Portland","Multnomah County","OR","Oregon","29mar2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"blue",1,"fake pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"17apr2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800757","Portland","Washington County","OR","Oregon","05apr2023","pill","pill","unused","unknown",0,0,0,0,0,0,0,0,0,"orange",1,"fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"16apr2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | WASHINGTON COUNTY",41,67,41067
"800764","Portland","Multnomah County","OR","Oregon","12apr2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"rock; hard; powder; clumpy",,1,1,,,"","long; stronger","stronger",,,,,,1,,,,,"","not overdose related",0,,,1,"10may2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800783","Portland","Multnomah County","OR","Oregon","12apr2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; hard; powder",,1,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"12may2023",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800811","Portland","Multnomah County","OR","Oregon","07jun2023","spatula","spatula","taken","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"powder; pill",,1,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"20jun2023",2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800833","Portland","Multnomah County","OR","Oregon","07jun2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"sticky; tar",1,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"29jun2023",4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800859","Portland","Multnomah County","OR","Oregon","07jun2023","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"off-white",0,"crystals",,,,,1,"","weaker","weaker",,,,,,,,,,,"","not overdose related",0,,,1,"04jul2023",3,1,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800860","Portland","Washington County","OR","Oregon","03apr2023","swab","swab","taken","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"sticky; tar",1,,,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,1,"17apr2023",9,3,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"OR | WASHINGTON COUNTY",41,67,41067
"800884","Portland","Multnomah County","OR","Oregon","09jun2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,1,1,,,"","weird; more up","stronger",1,,1,,,,,,,,"strong rush felt like stimulant","unknown",,,,1,"04jul2023",2,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800896","Portland","Multnomah County","OR","Oregon","22mar2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"17apr2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800897","Portland","Multnomah County","OR","Oregon","29mar2023","spatula","spatula","taken","unknown",0,0,0,0,0,0,0,0,0,"pink; blue; beige",0,"powder; pill",,1,1,,,"","more up","",,,1,,,,,,,,"","unknown",,,,1,"20apr2023",7,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"OR | MULTNOMAH COUNTY",41,51,41051
"800905","Portland","Washington County","OR","Oregon","26apr2023","swab","swab","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"black; gray",0,"sticky",,,,,,"","","",,,,,,,,,,,"sores on body after smoking","unknown",,,,1,"16may2023",4,4,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | WASHINGTON COUNTY",41,67,41067
"800907","Portland","Multnomah County","OR","Oregon","21apr2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"yellow",1,"pill; fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"12may2023",6,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800920","Portland","Multnomah County","OR","Oregon","14jun2023","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"brown; tan; white",0,"rock; powder; shiny",,,1,,,"shiny","stronger","stronger",,,,,,,,,,,"","involved in OD",1,,,1,"04jul2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800924","Portland","Multnomah County","OR","Oregon","24mar2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"green",1,"fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"17apr2023",1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800963","Portland","Multnomah County","OR","Oregon","09jun2023","spatula","spatula","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"smelt like fentanyl","not overdose related",0,,,1,"30jun2023",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"800972","Portland","Washington County","OR","Oregon","05apr2023","pill","pill","unused","amphetamine",0,0,0,1,0,0,0,0,0,"white",0,"pill; fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"19apr2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | WASHINGTON COUNTY",41,67,41067
"800977","Portland","Washington County","OR","Oregon","05apr2023","spatula","spatula","unused","MDMA",0,0,0,0,0,0,0,0,1,"brown; yellow",0,"sticky; powder; clumpy",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"20apr2023",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"OR | WASHINGTON COUNTY",41,67,41067
"800990","Portland","Multnomah County","OR","Oregon","21apr2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"black",0,"sticky; tar",1,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"10may2023",4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801522","Portland","Multnomah County","OR","Oregon","17jul2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"tar",1,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"27jul2023",4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801528","Portland","Multnomah County","OR","Oregon","03aug2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"tar",1,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"22aug2023",3,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801535","Portland","Multnomah County","OR","Oregon","30aug2023","pill","pill","taken","benzodiazepine; MDMA",0,0,0,0,1,0,0,0,1,"blue",1,"fake pill",,1,,,,"","sedating; unpleasant; more down","",1,,,1,,,,,,,"FTS: positive","not overdose related",0,,,1,"05oct2023",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801551","Portland","Multnomah County","OR","Oregon","12jul2023","unknown","unknown","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"purple; white",1,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"26jul2023",3,3,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801563","Portland","Multnomah County","OR","Oregon","23jun2023","spatula","spatula","taken","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"14jul2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801581","Portland","Multnomah County","OR","Oregon","07aug2023","spatula","spatula","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"pink; white",1,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"21aug2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801596","Portland","Multnomah County","OR","Oregon","05jul2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill; fake pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"03aug2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801606","Portland","Multnomah County","OR","Oregon","25oct2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"green; white",1,"powder",,,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"09nov2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801614","Portland","Multnomah County","OR","Oregon","05jul2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"tasted/smelled piney, earthy","not overdose related",0,,,1,"21jul2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801620","Portland","Multnomah County","OR","Oregon","14aug2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill; fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"02sep2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801624","Portland","Multnomah County","OR","Oregon","22sep2023","spatula","spatula","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"off-white",0,"fake pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"04oct2023",3,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801626","Portland","Multnomah County","OR","Oregon","12jul2023","unknown","unknown","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill; fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"28jul2023",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801654","Portland","Multnomah County","OR","Oregon","27sep2023","pill","pill","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"pill; fake pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"08nov2023",2,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801664","Portland","Multnomah County","OR","Oregon","26jun2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"tar",1,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"20jul2023",3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801669","Portland","Multnomah County","OR","Oregon","07aug2023","spatula","spatula","taken","nitazene",0,0,0,0,0,0,0,0,0,"off-white",0,"powder",,,1,,,"","","",,,,,,,,,,,"didn't work","not overdose related",0,,,1,"08sep2023",3,3,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"OR | MULTNOMAH COUNTY",41,51,41051
"801675","Portland","Multnomah County","OR","Oregon","06oct2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"blue",1,"fake pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"19oct2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801677","Portland","Multnomah County","OR","Oregon","21jun2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,1,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"06jul2023",5,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801683","Portland","Multnomah County","OR","Oregon","10jul2023","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; shiny",,,1,,,"shiny","","",,,,,,,,,,,"","not overdose related",0,,,1,"20jul2023",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801690","Portland","Multnomah County","OR","Oregon","20sep2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder",,1,1,,,"","stronger","stronger",,,,,,,,,,,"very high percentage fentanyl content","involved in OD",1,,,1,"04oct2023",3,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801711","Portland","Multnomah County","OR","Oregon","12jul2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"dark brown",0,"tar",1,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"28jul2023",6,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801713","Portland","Multnomah County","OR","Oregon","20sep2023","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"brown",0,"sticky; powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"04oct2023",4,2,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801718","Portland","Multnomah County","OR","Oregon","12jul2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"tar",1,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"28jul2023",6,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801723","Portland","Multnomah County","OR","Oregon","26jun2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,,1,,,"","stronger; more down","stronger",,,,1,,,,,,,"","unknown",,,,1,"20jul2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801728","Portland","Multnomah County","OR","Oregon","27sep2023","pill","pill","taken","benzodiazepine",0,0,0,0,1,0,0,0,0,"green",1,"fake pill",,1,,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"19oct2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801739","Portland","Multnomah County","OR","Oregon","16aug2023","spatula","spatula","taken","ketamine",0,0,0,0,0,0,0,0,1,"",0,"crystals; powder",,,1,,1,"","weaker","weaker",,,,,,,,,,,"","unknown",,,,1,"01sep2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801749","Portland","Multnomah County","OR","Oregon","23jun2023","pill","pill","taken","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill; fake pill",,1,,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"10jul2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801772","Portland","Multnomah County","OR","Oregon","27sep2023","pill","pill","taken","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"hard; shiny; fake pill",,1,,,,"shiny","stronger; normal","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"06nov2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801776","Portland","Multnomah County","OR","Oregon","14jul2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"27jul2023",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801778","Portland","Multnomah County","OR","Oregon","04aug2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"blue",1,"powder; chunky",,,1,,,"","stronger; more down","stronger",,,,1,,,,,,,"","unknown",,,,1,"21aug2023",3,3,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801788","Portland","Multnomah County","OR","Oregon","08sep2023","spatula","spatula","taken","methamphetamine; PCP",0,0,0,1,0,1,0,0,0,"white",0,"crystals",,,,,1,"","hallucinations; weird; unpleasant","",1,1,,,,,,,,,"","not overdose related",0,,,1,"20sep2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801797","Portland","Multnomah County","OR","Oregon","16aug2023","pill","pill","unused","benzodiazepine",0,0,0,0,1,0,0,0,0,"white",0,"fake pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"08sep2023",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801817","Portland","Multnomah County","OR","Oregon","14jul2023","spatula; pill","multiple methods","unused","amphetamine",0,0,0,1,0,0,0,0,0,"blue",1,"pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,1,"27jul2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801818","Portland","Multnomah County","OR","Oregon","07jul2023","unknown","unknown","unused","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"tar",1,,,,,"","","",,,,,,,,,,,"","unknown",,,,1,"19jul2023",5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801837","Portland","Multnomah County","OR","Oregon","06oct2023","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock; powder; chunky",,,1,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,1,"19oct2023",3,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801846","Portland","Multnomah County","OR","Oregon","18aug2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"purple; white",1,"powder; dull",,,1,,,"dull","sedating; stronger; more down","stronger",,,,1,,,,,,,"","not overdose related",0,,,1,"05sep2023",5,2,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
"801847","Portland","Multnomah County","OR","Oregon","04aug2023","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,1,"21aug2023",3,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"OR | MULTNOMAH COUNTY",41,51,41051
